date,image,đường trước nhà,số tầng,số phòng ngủ,chỗ để xe,diện tích,kích thước,hướng nhà,giá,địa chỉ,quận,phường

17/10/2020,/files/properties/2020/9/24/thumbnails/0-em-co-1-vai-can-chung-cu-bluestar-khu-31ha-trau-quy-can-ban-dt57-75m-gia-1-1-ty-.jpg,3.0,2,2,NULL,75, 5x12m, _,1100.0,"Đường Trâu Quỳ, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Huyện Gia Lâm,Thị trấn Trâu Quỳ

17/10/2020,/files/properties/2019/10/15/thumbnails/20191015_115408_5277262_0.jpg,NULL,8,3,NULL,92, ---, _,2530.0,"Đường Lê Văn Lương, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính

17/10/2020,/files/properties/2018/9/20/thumbnails/20180920_031302_3494036_0.jpg,NULL,45,2,NULL,103, ---, _,3605.0,"Đường Đỗ Nhuận, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Tảo

17/10/2020,/files/properties/2020/8/17/thumbnails/06755076-4657-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,29,2,NULL,60, ---, _,2750.0,"Đường Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hòa

17/10/2020,/files/properties/2020/8/17/thumbnails/06754923-3210-ban-can-ho-chung-cu-quan-bac-tu-liem-chinh-chu.jpg,NULL,12,4,NULL,110, ---, Đông Nam,3300.0,"Đường Phạm Văn Đồng, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Đông Ngạc

17/10/2020,/files/properties/2020/10/17/thumbnails/0mo-ban-biet-thu-tren-khong-dang-cap-d-palais-louis-gia-tu-106-tr-m2.jpg,63.0,32,3,NULL,125, ---, _,16000.0,"Đường Nguyễn Văn Huyên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô

17/10/2020,/files/properties/2020/10/17/thumbnails/07149221-1346-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,63.0,32,3,NULL,125, ---, _,16000.0,"Đường Nguyễn Văn Huyên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô

17/10/2020,/files/properties/2020/9/17/thumbnails/06943931-0058-ban-can-ho-chung-cu-quan-tay-ho-gia-re.jpg,10.0,5,4,NULL,111, 10x10m, _,8000.0,"Đường Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Quảng An

17/10/2020,/files/properties/2020/10/17/thumbnails/07149213-0931-ban-can-ho-chung-cu-quan-cau-giay-gia-re.jpg,63.0,32,3,NULL,125, ---, _,16000.0,"Đường Nguyễn Văn Huyên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô

17/10/2020,/files/properties/2019/11/8/thumbnails/05418688-5455-ban-can-ho-chung-cu-quan-hai-ba-trung.jpg,NULL,34,4,1,200, ---, _,2000.0,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy

17/10/2020,/files/properties/2020/1/15/thumbnails/05719435-0409-ban-can-ho-chung-cu-quan-hai-ba-trung-chinh-chu.jpg,NULL,34,3,1,120, ---, _,4000.0,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy

17/10/2020,/files/properties/2019/11/11/thumbnails/05435025-3551-ban-can-ho-chung-cu-quan-hai-ba-trung-gia-re.jpg,NULL,34,2,1,95, ---, Bắc,3100.0,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy

17/10/2020,/files/properties/2020/9/16/thumbnails/06939372-0104-ban-can-ho-chung-cu-ha-noi.jpg,8.0,10,2,NULL,80, 0x0m, _,2500.0,"Đường Vũ Phạm Hàm, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hòa

17/10/2020,/files/properties/2020/9/16/thumbnails/06941324-4741-ban-can-ho-chung-cu-quan-cau-giay-chinh-chu.jpg,8.0,22,2,1,113, 0x0m, _,4500.0,"Đường Vũ Phạm Hàm, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hòa

17/10/2020,/files/properties/2020/9/22/thumbnails/06976853-3920-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,4,2,NULL,75, ---, _,1400.0,"Đường Giang Biên, Phường Giang Biên, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Giang Biên

17/10/2020,/files/properties/2020/10/17/thumbnails/20201017_032201_602350_0.jpg,NULL,NULL,3,NULL,116, ---, _,2400.0,"Đường Trần Hữu Dực, Phường Xuân Phương, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Xuân Phương

17/10/2020,/files/properties/2020/9/10/thumbnails/06897011-3917-ban-can-ho-chung-cu-quan-long-bien-chinh-chu.jpg,5.5,5,4,NULL,80," 5,5x16m", _,8700.0,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Phúc Lợi

17/10/2020,/files/properties/2020/9/26/thumbnails/06679463-5715-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,34,3,1,101, ---, Đông Nam,4100.0,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 2

17/10/2020,/files/properties/2020/9/26/thumbnails/06769902-0653-ban-can-ho-chung-cu-ha-noi.jpg,NULL,34,2,1,101, ---, _,3640.0,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 2

17/10/2020,/files/properties/2020/6/13/thumbnails/06340260-0615-ban-can-ho-chung-cu-ha-noi.jpg,NULL,6,2,NULL,48, ---, _,600.0,"Đường Lương Khánh Thiện, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai

17/10/2020,/files/properties/2020/9/5/thumbnails/06872020-2953-ban-can-ho-chung-cu-ha-noi.jpg,NULL,7,2,NULL,50, ---, _,790.0,"Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khâm Thiên

17/10/2020,/files/properties/2020/9/5/thumbnails/06872033-3328-ban-can-ho-chung-cu-quan-cau-giay-gia-re.jpg,NULL,7,2,NULL,48, ---, _,890.0,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa

17/10/2020,/files/properties/2020/9/22/thumbnails/06973289-0100-ban-can-ho-chung-cu-ha-noi.jpg,NULL,27,2,1,102, ---, _,2500.0,"Đường Tô Hiệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Hà Cầu

17/10/2020,/files/properties/2020/9/2/thumbnails/06851278-1121-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,30,3,NULL,153, ---, _,2950.0,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 2

17/10/2020,/files/properties/2019/7/19/thumbnails/20190719_023453_4789449_0.jpg,NULL,NULL,4,1,267, ---, _,14500.0,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Phú Thượng

17/10/2020,/files/properties/2018/10/15/thumbnails/20181015_104312_3593803_0.jpg,NULL,NULL,2,1,88, ---, _,5000.0,"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Bưởi

17/10/2020,/files/properties/2019/10/31/thumbnails/05371446-2156-ban-can-ho-chung-cu-quan-tay-ho-chinh-chu.jpg,NULL,NULL,4,1,150, ---, _,3990.0,"Đường Lạc Long Quân, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Phú Thượng

17/10/2020,/files/properties/2018/10/13/thumbnails/20181013_042257_3590061_0.jpg,0.0,NULL,3,1,300, 0x0m, _,15000.0,"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Bưởi

17/10/2020,/files/properties/2018/11/24/thumbnails/20181124_104558_3766051_0.jpg,NULL,NULL,4,1,267, ---, _,14500.0,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Phú Thượng

17/10/2020,/files/properties/2020/10/17/thumbnails/07147201-5335-ban-can-ho-chung-cu-quan-tay-ho-gia-re.jpg,NULL,NULL,3,1,114, ---, Đông Bắc,5100.0,"Đường Võ Chí Công, Phường Phú Thượng, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Phú Thượng

17/10/2020,/files/properties/2020/6/9/thumbnails/06311194-1729-ban-can-ho-chung-cu-quan-ha-dong.jpg,30.0,34,2,1,73, 30x30m, Đông Nam,1956.4,"Đường Ngô Thì Nhậm, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội

17/10/2020,/files/properties/2020/8/8/thumbnails/06706264-5759-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,27,2,1,85, 30x30m, Đông Bắc,2100.0,"Phố Giáp Nhị, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thịnh Liệt

17/10/2020,/files/properties/2020/6/10/thumbnails/06320051-1429-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,19,1,1,38, ---, Đông Nam,1800.0,"Đường Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Quảng An

17/10/2020,/files/properties/2019/10/29/thumbnails/05360421-5312-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,52.0,18,2,1,38, ---, Nam,1500.0,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Xuân La

17/10/2020,/files/properties/2020/6/16/thumbnails/06356927-0501-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,19,3,1,146, ---, Tây Bắc,7592.0,"Đường Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Quảng An

17/10/2020,/files/properties/2020/2/28/thumbnails/05569892-2358-ban-can-ho-chung-cu-quan-tay-ho.jpg,18.0,8,2,1,38, ---, Đông Nam,1800.0,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Xuân La

17/10/2020,/files/properties/2020/6/11/thumbnails/06326727-2547-ban-can-ho-chung-cu-quan-tay-ho-chinh-chu.jpg,NULL,19,3,1,146, ---, Đông Nam,7592.0,"Đường Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Quảng An

17/10/2020,/files/properties/2020/6/11/thumbnails/06326993-0213-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,19,3,1,146, ---, Đông Nam,7592.0,"Đường Đặng Thai Mai, Phường Quảng An, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Quảng An

17/10/2020,/files/properties/2020/6/10/thumbnails/06319979-0941-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,18,2,1,88, ---, Đông Nam,4576.0,"Đường Đặng Thai Mai, Phường Quảng An, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Quảng An

17/10/2020,/files/properties/2019/10/17/thumbnails/20191017_042322_5294158_0.jpg,NULL,1,3,1,116, ---, Đông Nam,9000.0,"Đường Xuân Diệu, Phường Quảng An, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Quảng An

17/10/2020,/files/properties/2020/10/17/thumbnails/07146991-4705-cho-thue-can-ho-chung-cu-quan-nam-tu-liem.jpg,NULL,12,2,NULL,86, ---, _,2100.0,"Đường Cầu Diễn, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 2

17/10/2020,/files/properties/2020/10/3/thumbnails/07050201-2752-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,25,2,1,82, ---, _,1492.3999999999999,"Đường Trần Thủ Độ, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tứ Hiệp

17/10/2020,/files/properties/2020/9/7/thumbnails/06878400-0235-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,1,1,NULL,120, ---, _,4500.0,"Phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Phương Mai

17/10/2020,/files/properties/2020/2/4/thumbnails/05731235-3743-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,15.0,4,2,NULL,49, ---, _,1200.0,"Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt

17/10/2020,/files/properties/2020/10/17/thumbnails/20201017_105325_262104_0.jpg,NULL,2,3,NULL,90, ---, _,3100.0,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 1

17/10/2020,/files/properties/2020/3/14/thumbnails/05927417-3725-ban-can-ho-chung-cu-quan-cau-giay-gia-re.jpg,NULL,NULL,3,NULL,130, ---, _,5200.0,"Đường Trần Kim Xuyến, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hòa

17/10/2020,/files/properties/2020/6/29/thumbnails/06444053-5923-ban-can-ho-chung-cu-ha-noi.jpg,NULL,NULL,2,NULL,84, ---, _,3444.0,"Phố Dương Đình Nghệ, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hòa

17/10/2020,/files/properties/default.jpg,NULL,NULL,2,NULL,68, ---, _,2400.0,"Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hòa

17/10/2020,/files/properties/default.jpg,NULL,NULL,2,NULL,71, ---, _,2500.0,"Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hòa

17/10/2020,/files/properties/2020/10/17/thumbnails/0ban-gap-ccmn-hoang-quoc-viet-10-tang-150m2-mt-9m-gia-chi-39-ty.jpg,40.0,10,30,1,150, 9x17m, _,39000.0,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô

17/10/2020,/files/properties/2020/3/16/thumbnails/05935046-4610-ban-can-ho-chung-cu-quan-long-bien.jpg,NULL,2,2,1,72, 7x10m, Đông Nam,1944.0,"Đường Sài Đồng, Phường Việt Hưng, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Việt Hưng

17/10/2020,/files/properties/2020/6/6/thumbnails/06297553-4617-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,48.0,30,2,1,60, ---, _,500.0,"Đường Trần Thủ Độ, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Liệt

17/10/2020,/files/properties/2020/3/14/thumbnails/05927872-2647-ban-can-ho-chung-cu-quan-long-bien.jpg,NULL,25,2,1,71, 5x15m, _,2500.0,"Đường Cổ Linh, Phường Bồ Đề, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Bồ Đề

17/10/2020,/files/properties/2020/3/3/thumbnails/20200303_080017_521648_1.jpg,NULL,NULL,2,NULL,52, ---, _,1000.0,"Đường Trần Thủ Độ, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Liệt

17/10/2020,/files/properties/2020/3/13/thumbnails/05925560-1115-ban-can-ho-chung-cu-ha-noi.jpg,NULL,27,2,NULL,65, ---, _,1500.0,"Đường Tứ Hiệp, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",Huyện Thanh Trì,Xã Tứ Hiệp

17/10/2020,/files/properties/2020/6/27/thumbnails/06434529-4459-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,21.0,22,2,1,48, ---, _,930.0,"Đường Nguyễn Đức Thuận, Xã Đặng Xá, Huyện Gia Lâm, Hà Nội",Huyện Gia Lâm,Xã Đặng Xá

17/10/2020,/files/properties/2020/5/30/thumbnails/06252032-2343-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,22,2,NULL,48, ---, _,930.0,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Bồ Đề

17/10/2020,/files/properties/2020/9/30/thumbnails/07032999-5333-ban-can-ho-chung-cu-quan-long-bien.jpg,NULL,10,2,1,87, ---, Đông Nam,3000.0,"Đường Phúc Đồng, Phường Phúc Đồng, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Phúc Đồng

17/10/2020,/files/properties/2020/7/28/thumbnails/06635858-0354-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,50.0,12,1,1,33, 4x10m, Tây Nam,990.0,"Đường Quốc lộ 5B, Xã Dương Xá, Huyện Gia Lâm, Hà Nội",Huyện Gia Lâm,Xã Dương Xá

17/10/2020,/files/properties/2020/3/25/thumbnails/05979780-5353-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,20.0,29,4,NULL,140, ---, Đông Nam,3300.0,"Đường Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Dương Nội

17/10/2020,/files/properties/2020/10/17/thumbnails/07146258-2054-ban-can-ho-chung-cu-quan-ha-dong-gia-re.jpg,NULL,NULL,2,1,62, ---, Tây Nam,960.0,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phúc La

17/10/2020,/files/properties/2020/10/12/thumbnails/07109942-3252-ban-can-ho-chung-cu-ha-noi.jpg,NULL,12,2,NULL,71, ---, Đông Nam,2700.0,"Đường Nguyễn Tuân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính

17/10/2020,/files/properties/2020/10/8/thumbnails/0ban-cat-lo-sau-chcc-goldsilk-complex-ha-dong-can-goc-toa-j-127m2-3pn-nha-da-sua-dep-full.jpg,NULL,26,3,NULL,127, ---, Tây Nam,3000.0,"Phố Cầu Am, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Vạn Phúc

17/10/2020,/files/properties/2020/10/9/thumbnails/07092162-3044-ban-can-ho-chung-cu-quan-nam-tu-liem.jpg,NULL,19,3,NULL,93, ---, Đông Nam,2500.0,"Đường Cương Kiên, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Trung Văn

17/10/2020,/files/properties/2020/10/9/thumbnails/0ban-cccc-mipec-riverside-long-bien-can-goc-tang-cao-view-dep-view-song-hong-nha-da-sua-de.jpg,NULL,32,3,NULL,132, ---, Đông Nam,5200.0,"Đường Long Biên 2, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Lâm

17/10/2020,/files/properties/2020/10/17/thumbnails/07146174-1147-ban-can-ho-chung-cu-quan-bac-tu-liem-chinh-chu.jpg,NULL,22,2,NULL,72, ---, _,2400.0,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 1

17/10/2020,/files/properties/2020/9/9/thumbnails/23922908-0736-ban-can-ho-chung-cu-quan-long-bien-gia-re.jpg,47.0,24,2,1,86, ---, Đông Nam,2124.2,"Đường Sài Đồng, Phường Việt Hưng, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Việt Hưng

17/10/2020,/files/properties/2020/9/8/thumbnails/53920013-5039-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,70.0,25,2,1,72, ---, _,1778.3999999999999,"Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Sài Đồng

17/10/2020,/files/properties/2019/12/26/thumbnails/15284245-2658-ban-can-ho-chung-cu-quan-long-bien.jpg,74.0,25,3,1,92, ---, Đông Nam,2208.0,"Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Sài Đồng

17/10/2020,/files/properties/2019/3/28/thumbnails/20190328_025428_4181412_0.jpg,42.0,24,2,1,100, ---, Đông Nam,2500.0,"Đường Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Sài Đồng

17/10/2020,/files/properties/2020/4/27/thumbnails/06079448-4103-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,40.0,25,2,1,72, ---, Tây Nam,2448.0,"Đường Cổ Linh, Phường Bồ Đề, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Bồ Đề

17/10/2020,/files/properties/2020/5/5/thumbnails/06108247-1723-ban-can-ho-chung-cu-quan-long-bien.jpg,47.0,2,2,1,72, ---, Đông Nam,2400.0,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Bồ Đề

17/10/2020,/files/properties/2018/8/14/thumbnails/20180814_095137_3357624_0.jpg,NULL,27,3,1,74, ---, _,2100.0,"Đường Kiêu Kỵ, Xã Kiêu Kỵ, Huyện Gia Lâm, Hà Nội",Huyện Gia Lâm,Xã Kiêu Kỵ

17/10/2020,/files/properties/2019/10/16/thumbnails/20191016_103708_3420120_0.jpg,40.0,21,2,1,50, ---, Đông Nam,950.0,"Đường Phúc Lợi, Phường Giang Biên, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Giang Biên

17/10/2020,/files/properties/2019/10/16/thumbnails/20191016_103203_3430494_0.jpg,35.0,21,2,1,50, ---, _,915.0,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Phúc Lợi

17/10/2020,/files/properties/2018/8/29/thumbnails/20180829_112751_3413319_0.jpg,40.0,22,2,1,50, ---, Đông Nam,980.0,"Đường Phúc Lợi, Phường Giang Biên, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Giang Biên

17/10/2020,/files/properties/2019/10/16/thumbnails/20191016_102012_3260652_0.jpg,40.0,19,2,NULL,100, ---, Đông Nam,2900.0,"Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Long Biên

17/10/2020,/files/properties/2018/7/18/thumbnails/20180718_045041_3260622_0.jpg,20.0,18,2,1,58, ---, _,1600.0,"Đường Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Thượng Thanh

17/10/2020,/files/properties/2020/4/1/thumbnails/53468261-0319-ban-can-ho-chung-cu-quan-long-bien.jpg,20.0,18,2,1,69, ---, Đông Nam,1600.0,"Đường Quốc lộ 5, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Thượng Thanh

17/10/2020,/files/properties/2019/10/16/thumbnails/20191016_101016_3262244_0.jpg,20.0,17,2,1,61, ---, Đông Nam,1800.0,"Đường Việt Hưng, Phường Giang Biên, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Giang Biên

17/10/2020,/files/properties/2019/10/16/thumbnails/20191016_113354_3366840_0.jpg,NULL,9,3,NULL,61, ---, Đông Nam,1500.0,"Đường Đoàn Khuê, Phường Việt Hưng, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Việt Hưng

17/10/2020,/files/properties/2018/8/2/thumbnails/20180802_045852_3318058_0.jpg,20.0,32,3,NULL,80, ---, _,3040.0,"Phố Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng Hậu

17/10/2020,/files/properties/2018/7/2/thumbnails/20180702_035423_3198381_0.jpg,NULL,20,3,NULL,109, ---, _,3488.0,"Đường Đỗ Nhuận, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Tảo

17/10/2020,/files/properties/2016/4/5/thumbnails/20160405_094349_1082485_0.jpg,NULL,NULL,NULL,NULL,93, ---, _,2604.0,"Đường Đỗ Nhuận, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh

17/10/2020,/files/properties/2019/5/24/thumbnails/20190524_103044_4473746_0.jpg,NULL,16,2,NULL,88, ---, Đông Nam,8800.0,"Đường Quảng Bá, Phường Quảng An, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Quảng An

17/10/2020,/files/properties/2018/10/19/thumbnails/20181019_120001_3614303_1.jpg,NULL,25,2,NULL,64, ---, Đông,3700.0,"Phố Liễu Giai, Phường Cống Vị, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Cống Vị

17/10/2020,/files/properties/default.jpg,NULL,12,3,NULL,55, ---, _,2900.0,"Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô

17/10/2020,/files/properties/2019/6/12/thumbnails/20190612_100638_4578213_0.jpg,NULL,25,3,NULL,113, ---, _,20000.0,"Đường Nguyễn Văn Huyên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô

17/10/2020,/files/properties/2020/5/25/thumbnails/0ccmn-giap-nhat-280m2-8t-144pn-full-do-thang-may-67-ty-650-trieu-thang-0982468422.jpg,6.0,8,144,NULL,280, 14x20m, _,67000.0,"Đường Giáp Nhất, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính

17/10/2020,/files/properties/2020/5/22/thumbnails/06202289-0908-ban-nha-trong-hem-quan-thanh-xuan-gia-re.jpg,3.0,7,27,NULL,100, 6x17m, _,11500.0,"Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Nam

17/10/2020,/files/properties/2020/5/20/thumbnails/06188971-3751-ban-nha-trong-hem-quan-ha-dong-chinh-chu.jpg,4.0,6,10,NULL,105, 5x21m, _,10200.0,"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán

17/10/2020,/files/properties/2020/5/20/thumbnails/06191450-2014-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,4.0,2,2,1,30, 100x200m, Đông Nam,600.0,"Đường Lương Khánh Thiện, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tân Mai

