date,image,đường trước nhà,số tầng,số phòng ngủ,chỗ để xe,diện tích,kích thước,hướng nhà,giá,địa chỉ 
Hôm nay,/files/properties/2020/9/29/thumbnails/07024368-2011-ban-nha-trong-hem-ha-noi-gia-re.jpg,"2,5m",4 lầu,3 phòng ngủ,NULL, 32 m vuông, ---, Bắc," 1,5 tỷ ","Đường Phú Lương, Phường Phú Lương, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07029733-0618-ban-nha-trong-hem-ha-noi.jpg,3m,4 lầu,4 phòng ngủ,chỗ để xe, 35 m vuông, ---, Tây Nam," 2,1 tỷ ","Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/17/thumbnails/06755341-0749-ban-nha-mat-tien-quan-ha-dong-chinh-chu.jpg,12m,5 lầu,4 phòng ngủ,chỗ để xe, 76 m vuông, ---, _," 11,5 tỷ ","Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/06768629-4937-ban-nha-trong-hem-quan-ha-dong-chinh-chu.jpg,3m,4 lầu,3 phòng ngủ,chỗ để xe, 35 m vuông, ---, _," 2,7 tỷ ","Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/19/thumbnails/06769222-4041-ban-nha-trong-hem-quan-ha-dong.jpg,3m,5 lầu,3 phòng ngủ,chỗ để xe, 40 m vuông, ---, _," 4,2 tỷ ","Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/17/thumbnails/06759537-0737-ban-nha-trong-hem-ha-noi-gia-re.jpg,3m,4 lầu,4 phòng ngủ,chỗ để xe, 47 m vuông, ---, _, 3 tỷ ,"Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/18/thumbnails/06761298-0138-ban-nha-mat-tien-ha-noi-gia-re.jpg,20m,1 lầu,1 phòng ngủ,chỗ để xe, 76 m vuông, ---, _," 8,8 tỷ ","Phố Hạ Đình, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/18/thumbnails/06761816-4457-ban-nha-mat-tien-ha-noi-gia-re.jpg,10m,4 lầu,3 phòng ngủ,chỗ để xe, 36 m vuông, ---, _," 4,3 tỷ ","Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/20/thumbnails/0ban-nha-mat-pho-chien-thang-90m2-x-4-tang-gia-12-ty.jpg,20m,4 lầu,4 phòng ngủ,chỗ để xe, 90 m vuông, ---, _, 12 tỷ ,"Phố Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/20/thumbnails/06775709-1359-ban-nha-mat-tien-ha-noi.jpg,10m,5 lầu,5 phòng ngủ,chỗ để xe, 70 m vuông, ---, _," 7,8 tỷ ","Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/21/thumbnails/06781436-0115-ban-biet-thu-nha-lien-ke-quan-ha-dong-gia-re.jpg,12m,5 lầu,5 phòng ngủ,chỗ để xe, 70 m vuông, ---, _, 8 tỷ ,"Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/21/thumbnails/06781722-1939-ban-biet-thu-nha-lien-ke-ha-noi-gia-re.jpg,12m,4 lầu,4 phòng ngủ,chỗ để xe, 75 m vuông, ---, _," 6,5 tỷ ","Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/26/thumbnails/06815887-5543-ban-nha-mat-tien-quan-ha-dong-chinh-chu.jpg,12m,8 lầu,12 phòng ngủ,chỗ để xe, 60 m vuông, ---, _," 8,5 tỷ ","Phố Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/28/thumbnails/06825418-2713-ban-nha-mat-tien-quan-ha-dong.jpg,12m,54 lầu,4 phòng ngủ,chỗ để xe, 55 m vuông, ---, _," 7,5 tỷ ","Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/28/thumbnails/06825023-0212-ban-biet-thu-nha-lien-ke-quan-ha-dong-gia-re.jpg,8m,5 lầu,6 phòng ngủ,chỗ để xe, 95 m vuông, ---, _," 7,2 tỷ ","Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/27/thumbnails/06821231-5636-ban-biet-thu-nha-lien-ke-quan-ha-dong-chinh-chu.jpg,12m,4 lầu,4 phòng ngủ,chỗ để xe, 82 m vuông, ---, _, 7 tỷ ,"Đường Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/24/thumbnails/06796652-2938-ban-nha-mat-tien-ha-noi-gia-re.jpg,40m,5 lầu,4 phòng ngủ,chỗ để xe, 72 m vuông, ---, _, 18 tỷ ,"Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/24/thumbnails/06797081-0320-ban-biet-thu-nha-lien-ke-ha-noi-chinh-chu.jpg,12m,5 lầu,4 phòng ngủ,chỗ để xe, 75 m vuông, ---, _," 7,5 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/4/thumbnails/0ban-gap-nha-van-quan-70m2-x-5-tang-mat-pho-kinh-doanh-sam-uat.jpg,12m,5 lầu,4 phòng ngủ,chỗ để xe, 65 m vuông, ---, _," 6,8 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/3/thumbnails/06854681-5220-ban-biet-thu-nha-lien-ke-ha-noi-chinh-chu.jpg,12m,5 lầu,4 phòng ngủ,chỗ để xe, 83 m vuông, ---, _, 9 tỷ ,"Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/3/thumbnails/06854751-5720-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,10m,5 lầu,4 phòng ngủ,chỗ để xe, 75 m vuông, ---, _," 5,8 tỷ ","Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/31/thumbnails/06841117-1352-ban-biet-thu-nha-lien-ke-quan-ha-dong-chinh-chu.jpg,20m,4 lầu,4 phòng ngủ,chỗ để xe, 76 m vuông, ---, _, 10 tỷ ,"Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/31/thumbnails/06840877-4917-ban-nha-mat-tien-ha-noi.jpg,20m,4 lầu,4 phòng ngủ,chỗ để xe, 105 m vuông, ---, _," 12,5 tỷ ","Đường Dương Lâm, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/11/thumbnails/06906027-0238-ban-nha-mat-tien-ha-noi.jpg,10m,5 lầu,4 phòng ngủ,chỗ để xe, 40 m vuông, ---, _," 5,8 tỷ ","Đường Yên Bình, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/8/thumbnails/06883925-0458-ban-nha-mat-tien-quan-ha-dong-gia-re.jpg,12m,5 lầu,4 phòng ngủ,chỗ để xe, 75 m vuông, ---, _," 10,5 tỷ ","Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/14/thumbnails/06882749-0322-ban-nha-mat-tien-ha-noi-gia-re.jpg,12m,5 lầu,4 phòng ngủ,chỗ để xe, 64 m vuông, ---, _," 6,4 tỷ ","Đường Đại An, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/06894567-1122-ban-nha-mat-tien-quan-ha-dong-chinh-chu.jpg,10m,3 lầu,3 phòng ngủ,chỗ để xe, 68 m vuông, ---, _," 5,3 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/14/thumbnails/06891106-1052-ban-nha-mat-tien-ha-noi.jpg,15m,2 lầu,2 phòng ngủ,chỗ để xe, 80 m vuông, ---, _," 11,8 tỷ ","Phố Nguyễn Quý Đức, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/14/thumbnails/06925914-2700-ban-biet-thu-nha-lien-ke-ha-noi-chinh-chu.jpg,12m,6 lầu,4 phòng ngủ,chỗ để xe, 40 m vuông, ---, _," 6,5 tỷ ","Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/14/thumbnails/06922251-4742-ban-nha-mat-tien-quan-ha-dong.jpg,15m,5 lầu,6 phòng ngủ,chỗ để xe, 70 m vuông, ---, _," 8,9 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/18/thumbnails/06952064-5646-ban-nha-mat-tien-quan-ha-dong.jpg,12m,4 lầu,4 phòng ngủ,chỗ để xe, 50 m vuông, ---, _," 6,5 tỷ ","Đường Nguyễn Văn Lộc, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/18/thumbnails/0ban-nha-chien-thang-42m2-4-tang-o-to-tranh-kinh-doanh-4-85-ty.jpg,10m,4 lầu,4 phòng ngủ,chỗ để xe, 42 m vuông, ---, _," 4,85 tỷ ","Phố Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/23/thumbnails/06982533-1826-ban-nha-mat-tien-quan-ha-dong.jpg,12m,5 lầu,6 phòng ngủ,chỗ để xe, 98 m vuông, ---, _, 11 tỷ ,"Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/24/thumbnails/0ban-gap-nha-van-quan-72m2-4-tang-duong-12m-he-2m-kinh-doanh.jpg,12m,4 lầu,4 phòng ngủ,chỗ để xe, 72 m vuông, ---, _," 6,5 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/25/thumbnails/06998935-4320-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,10m,5 lầu,6 phòng ngủ,NULL, 45 m vuông, ---, _," 6,15 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/25/thumbnails/06998702-2450-ban-nha-mat-tien-ha-noi.jpg,10m,5 lầu,6 phòng ngủ,NULL, 85 m vuông, ---, _," 8,3 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/24/thumbnails/06991653-5500-ban-nha-trong-hem-quan-ha-dong-chinh-chu.jpg,6m,5 lầu,6 phòng ngủ,chỗ để xe, 60 m vuông, ---, _," 5,4 tỷ ","Đường 19 tháng 5, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/7/13/thumbnails/06535406-4659-ban-nha-trong-hem-quan-ba-dinh.jpg,5m,7 lầu,5 phòng ngủ,NULL, 45 m vuông, 5x10m, _," 8,5 tỷ ","Đường Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/2020/7/13/thumbnails/06533891-0109-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,8m,4 lầu,3 phòng ngủ,NULL, 60 m vuông, 8x8m, _," 6,6 tỷ ","Đường Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/7/16/thumbnails/06561530-1245-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,5m,5 lầu,5 phòng ngủ,NULL, 50 m vuông, 5x10m, _," 6,9 tỷ ","Phố Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội"
Hôm nay,/files/properties/2020/8/27/thumbnails/06823685-2550-ban-nha-mat-tien-ha-noi-gia-re.jpg,40m,4 lầu,4 phòng ngủ,chỗ để xe, 134 m vuông, 4x34m, _," 26,5 tỷ ","Đường Tây Sơn 2, Phường Nam Đồng, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/8/27/thumbnails/06823726-4302-ban-nha-mat-tien-quan-dong-da.jpg,40m,4 lầu,4 phòng ngủ,chỗ để xe, 55 m vuông, 4x14m, _," 26,5 tỷ ","Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/8/27/thumbnails/06823766-5544-ban-nha-mat-tien-quan-ba-dinh.jpg,30m,5 lầu,6 phòng ngủ,chỗ để xe, 90 m vuông," 4,5x20m", _," 34,5 tỷ ","Phố Quán Thánh, Phường Quán Thánh, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/2020/8/28/thumbnails/06830526-0855-ban-nha-trong-hem-quan-tay-ho-chinh-chu.jpg,20m,3 lầu,4 phòng ngủ,chỗ để xe, 105 m vuông," 9,5x11m", Tây Bắc," 17,5 tỷ ","Phố Võng Thị, Phường Xuân La, Quận Tây Hồ, Hà Nội"
Hôm nay,/files/properties/2020/8/29/thumbnails/06833825-1133-ban-nha-trong-hem-ha-noi-gia-re.jpg,5m,6 lầu,4 phòng ngủ,chỗ để xe, 45 m vuông, 4x11m, _," 8,6 tỷ ","Đường Cầu Giấy, Phường Xuân Thủy, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/29/thumbnails/06833900-1905-ban-nha-trong-hem-ha-noi-gia-re.jpg,5m,5 lầu,4 phòng ngủ,chỗ để xe, 45 m vuông, 5x10m, _," 4,3 tỷ ","Đường Nguyễn Chánh, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/29/thumbnails/06833634-4505-ban-nha-trong-hem-ha-noi-gia-re.jpg,8m,4 lầu,4 phòng ngủ,chỗ để xe, 310 m vuông," 7,5x41m", _," 23,14 tỷ ","Phố Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội"
Hôm nay,/files/properties/2020/8/30/thumbnails/06837590-4911-ban-nha-trong-hem-quan-thanh-xuan.jpg,5m,5 lầu,4 phòng ngủ,chỗ để xe, 40 m vuông," 4,5x10m", _," 7,5 tỷ ","Phố Nguyễn Viết Xuân, Phường Khương Mai, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/8/30/thumbnails/06837728-3032-ban-nha-mat-tien-quan-tay-ho.jpg,5m,5 lầu,4 phòng ngủ,chỗ để xe, 70 m vuông," 5,5x13m", _," 8,5 tỷ ","Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
Hôm nay,/files/properties/2020/8/30/thumbnails/0tay-ho-dep-den-nao-long-60m2-5-tang-xung-dang-de-huong-thu-.jpg,5m,5 lầu,4 phòng ngủ,NULL, 60 m vuông," 4,8x18m", _, 9 tỷ ,"Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
Hôm nay,/files/properties/2020/8/30/thumbnails/06837622-5926-ban-nha-mat-tien-ha-noi-gia-re.jpg,20m,6 lầu,4 phòng ngủ,chỗ để xe, 60 m vuông," 4,5x14m", _, 14 tỷ ,"Đường Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/30/thumbnails/06837645-0607-ban-nha-trong-hem-quan-cau-giay.jpg,10m,5 lầu,4 phòng ngủ,chỗ để xe, 65 m vuông," 6,2x12m", _," 11,3 tỷ ","Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/30/thumbnails/06837775-4935-ban-nha-trong-hem-quan-tay-ho-gia-re.jpg,8m,5 lầu,4 phòng ngủ,chỗ để xe, 50 m vuông," 4,5x12m", _," 11,5 tỷ ","Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/0mat-pho-quan-ba-dinh-mat-tien-7m2-50m2-kinh-doanh-moi-loai-hinh-chua-toi-8-3-ty-.jpg,10m,5 lầu,4 phòng ngủ,chỗ để xe, 50 m vuông," 7,2x6,5m", Tây Bắc," 8,3 tỷ ","Phố Nghĩa Dũng, Phường Phúc Xá, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/2020/9/1/thumbnails/06847787-4222-ban-nha-mat-tien-quan-cau-giay-chinh-chu.jpg,40m,4 lầu,4 phòng ngủ,chỗ để xe, 120 m vuông," 5,6x22m", _, 29 tỷ ,"Đường Nguyễn Hoàng, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/3/thumbnails/06857034-4300-ban-nha-trong-hem-quan-cau-giay.jpg,8m,5 lầu,4 phòng ngủ,chỗ để xe, 55 m vuông, 4x12m, _," 9,2 tỷ ","Phố Tô Hiệu, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/3/thumbnails/06856871-3036-ban-nha-mat-tien-quan-cau-giay-gia-re.jpg,10m,6 lầu,4 phòng ngủ,chỗ để xe, 50 m vuông," 5,6x10m", Nam," 9,6 tỷ ","Phố Trần Quốc Hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/3/thumbnails/0ban-nha-nguyen-khang-75m2-7-tang-thang-may-kinh-doanh-vp-spa-oto-do-ngay-dem-.jpg,8m,7 lầu,6 phòng ngủ,chỗ để xe, 75 m vuông, 4x19m, _," 10,5 tỷ ","Đường Nguyễn Khang, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/3/thumbnails/0ban-nha-nguyen-khang-75m2-7-tang-thang-may-kinh-doanh-vp-spa-oto-do-ngay-dem-.jpg,8m,7 lầu,6 phòng ngủ,chỗ để xe, 75 m vuông, 4x19m, _," 10,5 tỷ ","Đường Nguyễn Khang, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2019/6/19/thumbnails/20190619_094605_4618620_0.jpg,"2,5m",4 lầu,4 phòng ngủ,chỗ để xe, 35 m vuông, 4x8m, Đông Nam," 2,75 tỷ ","Đường Ngô Quyền, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/6/26/thumbnails/20190626_021626_4659843_0.jpg,"2,5m",4 lầu,4 phòng ngủ,chỗ để xe, 46 m vuông," 4,3x12m", Nam," 2,6 tỷ ","Phố Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/6/25/thumbnails/20190625_083545_4649960_0.jpg,"2,5m",5 lầu,9 phòng ngủ,NULL, 48 m vuông," 3,7x14m", Đông Nam," 3,7 tỷ ","Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/6/25/thumbnails/20190625_084358_4650075_0.jpg,3m,5 lầu,9 phòng ngủ,chỗ để xe, 50 m vuông," 3,7x15m", Tây Nam," 3,6 tỷ ","Đường Yên Phúc, Phường Phúc La, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/20/thumbnails/20190520_091538_4446362_0.jpg,"2,5m",4 lầu,4 phòng ngủ,chỗ để xe, 33 m vuông," 3,5x9,5m", Đông Nam," 2,4 tỷ ","Đường Hà Trì 1, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/21/thumbnails/20190521_103752_4453476_0.jpg,"2,3m",4 lầu,4 phòng ngủ,NULL, 35 m vuông," 3,5x10m", Tây," 2,2 tỷ ","Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/22/thumbnails/20190522_092936_4459324_0.jpg,"2,5m",4 lầu,3 phòng ngủ,NULL, 33 m vuông, 5x6m, Đông," 2,05 tỷ ","Đường Hà Trì 1, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/16/thumbnails/20190516_113124_4427654_0.jpg,"2,5m",5 lầu,6 phòng ngủ,chỗ để xe, 38 m vuông," 3,6x10m", Đông Nam," 2,45 tỷ ","Đường Ngô Quyền, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/11/thumbnails/20190511_112541_4400504_0.jpg,3m,4 lầu,3 phòng ngủ,chỗ để xe, 34 m vuông," 3,5x10m", Đông," 2,05 tỷ ","Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/12/thumbnails/20190512_071033_4403310_0.jpg,2m,4 lầu,3 phòng ngủ,NULL, 33 m vuông," 3,5x9,5m", Đông Nam," 2,18 tỷ ","Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/10/thumbnails/20190510_113044_4394825_0.jpg,2m,5 lầu,3 phòng ngủ,NULL, 33 m vuông," 3,5x10m", Đông Bắc," 2,1 tỷ ","Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/5/thumbnails/20190505_105000_4365044_0.jpg,3m,4 lầu,4 phòng ngủ,chỗ để xe, 34 m vuông," 3,5x10m", Tây Bắc, 2 tỷ ,"Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/6/thumbnails/20190506_010655_4369154_0.jpg,"2,8m",4 lầu,3 phòng ngủ,NULL, 34 m vuông," 3,5x10m", Tây Bắc," 2,2 tỷ ","Đường Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/6/thumbnails/20190506_010843_4369156_0.jpg,"2,8m",4 lầu,4 phòng ngủ,chỗ để xe, 35 m vuông," 3,5x10m", Đông Nam, 2 tỷ ,"Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/7/thumbnails/20190507_084823_4373056_0.jpg,"2,5m",5 lầu,4 phòng ngủ,NULL, 36 m vuông," 3,5x11m", Đông Nam," 2,25 tỷ ","Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/8/thumbnails/20190508_090155_4380062_0.jpg,7m,NULL,NULL,NULL, 43 m vuông," 4x10,8m", Tây Nam," 2,8 tỷ ","Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/29/thumbnails/20190529_120920_4500426_0.jpg,3m,4 lầu,4 phòng ngủ,NULL, 35 m vuông," 3,5x3m", Tây Bắc," 1,8 tỷ ","Phố Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/31/thumbnails/20190531_094725_4511983_0.jpg,"2,2m",4 lầu,3 phòng ngủ,NULL, 33 m vuông," 3,6x9m", Tây Bắc," 2,2 tỷ ","Phố Cầu Am, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/25/thumbnails/20190525_100435_4479454_0.jpg,"2,5m",4 lầu,4 phòng ngủ,chỗ để xe, 35 m vuông," 3,5x10m", Bắc," 2,2 tỷ ","Đường Hà Trì 1, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/6/thumbnails/20190506_010655_4369154_0.jpg,"2,8m",4 lầu,3 phòng ngủ,NULL, 34 m vuông," 3,5x10m", Tây Bắc," 2,2 tỷ ","Đường Hà Trì, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/6/thumbnails/20190506_010843_4369156_0.jpg,"2,8m",4 lầu,4 phòng ngủ,chỗ để xe, 35 m vuông," 3,5x10m", Đông Nam, 2 tỷ ,"Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/7/thumbnails/20190507_084823_4373056_0.jpg,"2,5m",5 lầu,4 phòng ngủ,NULL, 36 m vuông," 3,5x11m", Đông Nam," 2,25 tỷ ","Đường Bà Triệu, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/8/thumbnails/20190508_090155_4380062_0.jpg,7m,NULL,NULL,NULL, 43 m vuông," 4x10,8m", Tây Nam," 2,8 tỷ ","Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/29/thumbnails/20190529_120920_4500426_0.jpg,3m,4 lầu,4 phòng ngủ,NULL, 35 m vuông," 3,5x3m", Tây Bắc," 1,8 tỷ ","Phố Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/31/thumbnails/20190531_094725_4511983_0.jpg,"2,2m",4 lầu,3 phòng ngủ,NULL, 33 m vuông," 3,6x9m", Tây Bắc," 2,2 tỷ ","Phố Cầu Am, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/5/25/thumbnails/20190525_100435_4479454_0.jpg,"2,5m",4 lầu,4 phòng ngủ,chỗ để xe, 35 m vuông," 3,5x10m", Bắc," 2,2 tỷ ","Đường Hà Trì 1, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/6/5/thumbnails/20190605_092206_4537062_0.jpg,"2,5m",4 lầu,3 phòng ngủ,NULL, 33 m vuông, 4x8m, Bắc," 1,95 tỷ ","Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/6/5/thumbnails/20190605_092402_4537095_0.jpg,2m,3 lầu,3 phòng ngủ,NULL, 33 m vuông," 3,5x9m", Đông Nam," 1,92 tỷ ","Đường Hà Trì 1, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/6/3/thumbnails/20190603_085538_4523897_0.jpg,"2,5m",4 lầu,3 phòng ngủ,NULL, 33 m vuông, 4x8m, Tây Nam," 2,1 tỷ ","Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/6/10/thumbnails/20190610_103834_4564652_0.jpg,"2,5m",4 lầu,3 phòng ngủ,NULL, 33 m vuông, 33x9m, Bắc," 1,95 tỷ ","Đường Quang Trung, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/6/7/thumbnails/20190607_102524_4551661_0.jpg,"2,5m",4 lầu,4 phòng ngủ,chỗ để xe, 35 m vuông, 4x8m, Tây," 2,2 tỷ ","Phố Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2019/9/23/thumbnails/20190923_081313_5138827_0.jpg,4m,5 lầu,3 phòng ngủ,NULL, 32 m vuông, ---, _," 2,7 tỷ ","Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội"
